Timestamp,UserID,Event Name,UUID,Param/redBulletsFired,Param/totalTimesPlayerHasSwitched,Param/timesPlayerHasSwitched
6/11/2023 19:21:50,NULL,TimesSwitched,e84e11d5a954ed006df48efb72508527,,,5
6/11/2023 19:21:50,NULL,TimesSwitched,e84e11d5a954ed006df48efb72508527,,,6
6/11/2023 19:21:50,NULL,TimesSwitched,e84e11d5a954ed006df48efb72508527,,,7
6/11/2023 19:21:50,NULL,TimesSwitched,e84e11d5a954ed006df48efb72508527,,,8
6/11/2023 19:21:50,NULL,TimesSwitched,e84e11d5a954ed006df48efb72508527,,,9
6/11/2023 19:21:51,NULL,TimesSwitched,58499fe0826f39c360f2aaf59ddb0130,,,10
6/11/2023 19:21:51,NULL,TimesSwitched,58499fe0826f39c360f2aaf59ddb0130,,,11
6/11/2023 19:22:06,NULL,TimesSwitched,5fc1cfeb6ae03443dab345f7abbd0340,,,1
6/11/2023 19:22:27,NULL,TimesSwitched,f399a5f84519a09e8beac99e5613101a,,,1
6/11/2023 19:22:42,NULL,TimesSwitched,f834096767f41b105bafeb68b61292e5,,,1
6/11/2023 19:22:43,NULL,TimesSwitched,dae5ee9b3d649e2efdbafaf1d6e54919,,,2
6/11/2023 19:22:45,NULL,TimesSwitched,28fda5e2716593b84d4586d042f2585f,,,3
6/11/2023 19:23:18,NULL,TimesSwitched,a8c94e924c8db6aad34ee0af43ffcdb0,,,1
6/11/2023 19:23:20,NULL,TimesSwitched,39bec8072addbde0cec00f2520bde296,,,2
6/11/2023 19:23:36,NULL,TimesSwitched,efcfb908f0b52fc246e4d4adb23ba667,,,1
6/11/2023 19:23:38,NULL,TimesSwitched,93a0dd0fefff3e84faa3edefe0481eb6,,,2
6/11/2023 19:23:39,NULL,TimesSwitched,70dd1f2a19a8512b3b7d9efd9fecb4d6,,,3
6/11/2023 19:24:01,NULL,TimesSwitched,c0ec2bae83c6824accdef76038bf8c2b,,,1
6/11/2023 19:24:10,NULL,TimesSwitched,b380bcfdee15e11fe4cb3b2685b2c6a3,,,1
6/11/2023 19:24:24,NULL,TimesSwitched,ca0ba3357c32da9dd3198c568b209a09,,,1
6/11/2023 19:24:37,NULL,TimesSwitched,bf30cf9f450473be6f7b42418f5d0bba,,,1
6/11/2023 19:24:39,NULL,TimesSwitched,4920b985efdcf3f63ddb4c301f8b0469,,,2
6/11/2023 19:24:41,NULL,TimesSwitched,f39b79db8506d3acba409a26aff77089,,,3
6/11/2023 19:24:54,NULL,TimesSwitched,a0f86cf019d9fc3fe181f7507faa2b4c,,,1
6/11/2023 19:24:56,NULL,TimesSwitched,902833468862012f513614ea9646ace4,,,2
6/11/2023 19:24:58,NULL,TimesSwitched,a20370ee1907d80be0579c0c32e76821,,,3
6/11/2023 19:26:43,NULL,TimesSwitched,8c4ad48d9fbe15c86c09ce6d9d787f98,,,1
6/11/2023 19:26:47,NULL,TimesSwitched,f6d765818eef39a379361fa205198634,,,2
6/11/2023 19:26:49,NULL,TimesSwitched,30afcf4c080e1587b7d3c9e970e63767,,,3
6/11/2023 19:26:55,NULL,TimesSwitched,1b719af408ce9c7b7674f83afc24d806,,,1
6/11/2023 19:26:57,NULL,TimesSwitched,8d161a2ffae4c6840b55b597f8269180,,,2
6/11/2023 19:27:50,NULL,TimesSwitched,677fe24052b2e809594cc1385aba7eea,,,1
6/11/2023 19:28:03,NULL,TimesSwitched,92a52a6ae35e329433cb349e04b7f6f2,,,1
6/11/2023 19:28:06,NULL,TimesSwitched,9b6b239f8e35800d6b6b11f48f088169,,,2
6/11/2023 19:28:08,NULL,TimesSwitched,8c91f1e56a87124c028bfebb0afb3e45,,,3
6/11/2023 19:28:18,NULL,TimesSwitched,655710e70acf620ff8a9270b07dcea72,,,1
6/11/2023 19:28:19,NULL,TimesSwitched,8d2a57bf9c916d7cdcb4bacaa35ddf42,,,2
